% f evaluations | g evaluations | best noise-free fitness - Fopt | noise-free fitness - Fopt (-4.620900000000e+02) | measured fitness | best measured fitness | x1 | x2...
1 0 +1.226420764e+03 +1.226420764e+03 +7.643307640e+02 +7.643307640e+02
5 0 +1.190484674e+03 +1.190484674e+03 +7.283946737e+02 +7.283946737e+02
24 0 +1.170280830e+03 +1.170280830e+03 +7.081908295e+02 +7.081908295e+02
27 0 +1.131240670e+03 +1.131240670e+03 +6.691506700e+02 +6.691506700e+02
36 0 +1.106094146e+03 +1.106094146e+03 +6.440041456e+02 +6.440041456e+02
% f evaluations | g evaluations | best noise-free fitness - Fopt | noise-free fitness - Fopt (7.766000000000e+01) | measured fitness | best measured fitness | x1 | x2...
1 0 +1.490301739e+03 +1.490301739e+03 +1.567961739e+03 +1.567961739e+03
22 0 +1.453962207e+03 +1.453962207e+03 +1.531622207e+03 +1.531622207e+03
50 0 +1.328391439e+03 +1.328391439e+03 +1.406051439e+03 +1.406051439e+03
54 0 +1.300835338e+03 +1.300835338e+03 +1.378495338e+03 +1.378495338e+03
64 0 +1.249087237e+03 +1.249087237e+03 +1.326747237e+03 +1.326747237e+03
84 0 +1.153415744e+03 +1.153415744e+03 +1.231075744e+03 +1.231075744e+03
% f evaluations | g evaluations | best noise-free fitness - Fopt | noise-free fitness - Fopt (1.156800000000e+02) | measured fitness | best measured fitness | x1 | x2...
1 0 +1.393266783e+03 +1.393266783e+03 +1.508946783e+03 +1.508946783e+03
8 0 +1.231060394e+03 +1.231060394e+03 +1.346740394e+03 +1.346740394e+03
947 0 +1.172941368e+03 +1.172941368e+03 +1.288621368e+03 +1.288621368e+03
993 0 +1.118003714e+03 +1.118003714e+03 +1.233683714e+03 +1.233683714e+03
% f evaluations | g evaluations | best noise-free fitness - Fopt | noise-free fitness - Fopt (-3.710000000000e+00) | measured fitness | best measured fitness | x1 | x2...
1 0 +1.193510135e+03 +1.193510135e+03 +1.189800135e+03 +1.189800135e+03
113 0 +1.166072492e+03 +1.166072492e+03 +1.162362492e+03 +1.162362492e+03
143 0 +1.101835436e+03 +1.101835436e+03 +1.098125436e+03 +1.098125436e+03
150 0 +1.093516260e+03 +1.093516260e+03 +1.089806260e+03 +1.089806260e+03
